paper_index,authors,title
80FCDC35,v n venkatakrishnan + r sekar + sandeep bhatkar + samik basu + daniel c duvarney,Model-carrying code: a practical approach for safe execution of untrusted applications
816D58E3,matt welsh + nelson lee + david e culler + philip levis,TOSSIM: accurate and scalable simulation of entire TinyOS applications
78E4B31F,c c chang + ravi kumar + reiner kraft + farzin maghoul,Searching with context
8102BFD7,lalana kagal + tim finin + anupam joshi,A policy language for a pervasive computing environment
5AF11159,leon portman + natasha drukh + yossi matias,The design and architecture of the τ-synopses system
7ED00AB0,andy brass + phillip lord + robert stevens + carole goble,Investigating Semantic Similarity Measures Across the Gene Ontology: The Relationship Between Sequence and Annotation
6EE3C26D,gregory r ganger + steven w schlosser + jiri schindler + anastassia ailamaki + minglong shao,Atropos: A Disk Array Volume Manager for Orchestrated Use of Disks
75EA6001,d r clark + j ian munro,Efficient suffix trees on secondary storage
5F464ED5,yong yao + johannes gehrke,Query Processing in Sensor Networks
7AEF8111,jian pei + wei wang + chen wang + baile shi + yongtai zhu,Scalable mining of large disk-based graph databases
7D38E8F0,shojiro nishio + yinhuei loh + takahiro hara,Data replication methods based on the stability of radio links in ad hoc networks
7C73D684,ronald fagin + nicholas pippenger + h raymond strong + jurg nievergelt,Extendible hashing—a fast access method for dynamic files
02F2FBD2,bill roscoe,Web Services Security: a preliminary study using Casper and FDR
NE32794,microsoft corporation,microsoft windows xp
78E8B79F,david m hilbert + tzu khiau koh + bill n schilit + jonathan trevor,From desktop to phonetop: a UI for web interaction on very small devices
7E17B40E,jian pei + jiawei han + runying mao + yiwen yin,Mining Frequent Patterns without Candidate Generation: A Frequent-Pattern Tree Approach
6112F834,jakka sairamesh + donald francis ferguson + yechiam yemini + christos nikolaou,Economic models for allocating resources in computer systems
NE29539,c. mohan,concurrency control and recovery method for b+-tree indexes: aries/kvl and aries/im
08C1F6B5,elisa bertino + beng chin ooi + ron sacksdavis + boris shidlovsky + b cantania + justin zobel + kevin tan,Indexing Techniques for Ad-vanced Database Applications
5A7EA9D2,ekkart kindler + wolfgang reisig + axel martens,Inter-operability of Workflow Applications: Local Criteria for Global Soundness
7D44599D,todd eavis + andrew rauchaplin + frank dehne + ying chen,Building large ROLAP data cubes in parallel
7E54E7D1,alex dekhtyar + ionut e iacob,xTagger: a new approach to authoring document-centric XML
7FC35AC2,ravi sandhu,Transaction control expressions for separation of duties
68425C7B,sungran cho + laks v s lakshmanan + sihem ameryahia + divesh srivastava,Optimizing the secure evaluation of twig queries
69985B40,yannis theodoridis + mario a nascimento + jefferson r o silva,On the Generation of Spatiotemporal Datasets
7F83AF98,jaideep vaidya + chris clifton,Privacy-preserving k -means clustering over vertically partitioned data
7F1BAE7B,anil edakkunni + frederick r reiss + owen cooper + wei hong + eugene wu + shawn r jeffery + sailesh krishnamurthy + shariq rizvi + michael j franklin,Design Considerations for High Fan-In Systems: The HiFi Approach
7D0E337B,daniel s weld + alon halevy + zachary g ives,Adapting to source properties in processing data integration queries
814C5259,dongdong hu + xiaofeng meng + chen li,Schema-guided wrapper maintenance for web-data extraction
75688214,dan suciu + gerome miklau + ashish gupta + todd j green + makoto onizuka,Processing XML streams with deterministic automata and stream indexes
63C3C4AE,jiawei han + krzysztof koperski + wei wang + osmar r zaiane + yongjian fu,DMQL: A Data Mining Query Language for Relational Databases
7E53B439,ravishankar ramamurthy + vivek narasayya + surajit chaudhuri,Estimating progress of execution for SQL queries
5999D118,theo harder + michael haustein,Adjustable Transaction Isolation in XML Database Management Systems
7F3FA15E,donald kossmann + jun yang + laura m haas + edward l wimmers,Optimizing Queries Across Diverse Data Sources
115C4F94,bin he + kevin chenchuan chang + zhen zhang,Toward Large Scale Integration: Building a MetaQuerier over Databases on the Web
5BFC50B1,alistair cockburn,Writing Effective Use Cases
NE9879,h. schmid,probabilistic part-of-speech tagging using decision trees
6BE18D00,rajesh raman + miron livny + marvin h solomon,Matchmaking: distributed resource management for high throughput computing
80F1E69F,sharad mehrotra + eamonn keogh + kaushik chakrabarti + michael pazzani,Locally adaptive dimensionality reduction for indexing large time series databases
8107C64D,dan olteanu,SPEX: Streamed and Progressive Evaluation of XPath
6D4D5A85,gerard salton,"Automatic text processing: the transformation, analysis, and retrieval of information by computer"
7A09FD8F,kuangchih liu + dieter roller + francisco curbera + hitesh n dholakia + yaron y goland + derek j smith + ivana trickovic + j k f leymann + timothy j andrews + satish thatte + sanjiva weerawarana,"Business Process Execution Language for Web Services, Version 1.1"
5A675E85,claudio lucchese + francesco bonchi,Pushing Tougher Constraints in Frequent Pattern Mining
76C62D6B,giuliano di vitantonio + giacomo piccinelli + leonid mokrushin,Dynamic service aggregation in electronic marketplaces
7CE5340D,sergey melnik + philip a bernstein + alan nash,Composition of mappings given by embedded dependencies
NE36234,a. w. van der vaart and j. a. wellner,weak convergence and empirical processes
NE36236,"p. n. tan, m. steinbach, v. kumar",introduction to data mining
NE36237,"banerjee. s, krishnamurthy, v, and murthy, r","all your data: the oracle extensibility architecture, white paper, oracle com, redwood shores, california, feb"
NE36231,g. samorodnitsky and m. s. taqqu,stable non-gaussian processes: stochastic models with infinite variance
7C5AB90E,m levandowsky + d a m de winter,Distance between Sets
NE36233,s. stoev and m. s. taqqu,extremal stochastic integrals: a parallel between max-stable processes and a-stable processes
7E150FAB,georg gottlob + reinhard pichler + christoph koch,The complexity of XPath query evaluation
03121CF6,oliver po + wangpin hsiung + k selcuk candan + wensyan li + divyakant agrawal,View invalidation for dynamic content caching in multitiered architectures
0B088672,yong lu + zheng zhang + b h zhang,An effective partitioning-combining algorithm for discovering quantitative associa-tion rules
NE36238,open gis consortium,inc
NE36239,"whang, k. and. krishnamurthy. r",multilevel grid
7D94E228,david mihalcik + david doermann,Tools and techniques for video performance evaluation
7D980E36,christos tryfonopoulos + manolis koubarakis + stratos idreos,P2P-DIET: an extensible P2P service that unifies ad-hoc and continuous querying in super-peer networks
5D894F2C,daryl pregibon + padhraic smyth + clark glymour + david madigan,Statistical Themes and Lessons for Data Mining
583A7361,benny pinkas + yaron sella + dahlia malkhi + noam nisan,Fairplay—a secure two-party computation system
7FB7AD3E,benedict g c dellaert + barbara e kahn,How Tolerable is Delay? Consumers' Evaluations of Internet Web Sites After Waiting
7BB72241,alex cozzi + stephen farrell + thomas p moran,Unified activity management: supporting people in e-business
7AB9B6AB,moses charikar + rajeev motwani + vivek narasayya + surajit chaudhuri,Towards estimation error guarantees for distinct values
NE36159,"stoica. i, morris, r, karger, d, kaashoek, m.f, and balakrishnan, h.: chord: a scalable peer-to-peer lookup service for internet applications",n proc
NE36158,"shorrocks, a",inequality decomposition by population subgroup
NE36150,"he. g, hou, j","an in-depth, analytical study of sampling techniques for self-similar internet traffic, in proc of icdcs,2005 (pp 404-413"
NE36153,padmanabhan. v,"and qiu, lili: the content and access dynamic of a busy web site: findings and implications, in proc of sigcomm"
7FCDC938,peter pinshan chen,The entity-relationship model: toward a unified view of data
NE36155,"pitoura. t, ntarmos, n, and triantafillou, p.: replication, load balancing and efficient range query processing",in dhts
7C406DC8,kishor s trivedi + k vaidyanathan,A comprehensive model for software rejuvenation
NE36156,"saroiu. s, gummadi, p, and gribble, s.: a measurement study of peer-to-peer file sharing systems",n proc
803810A2,chalermek intanagonwiwat + ramesh govindan + john heidemann + deborah estrin,Impact of network density on data aggregation in wireless sensor networks
812B0C05,christos faloutsos + kingip lin,"FastMap: a fast algorithm for indexing, data-mining and visualization of traditional and multimedia datasets"
5B947D88,scott ferson + lev r ginzburg + vladik kreinovich + luc longpre,Computing Higher Central Moments for Interval Data
7ECAC6F5,james b macqueen,Some methods for classification and analysis of multivariate observations
5.87E+14,gerhard weikum + sebastian michel + peter triantafillou,KLEE: a framework for distributed top-k query algorithms
76D7D33B,raymond ng + yuhan cai,Indexing spatio-temporal trajectories with Chebyshev polynomials
7B42CEA3,golan yona + aaron birkland,BIOZON: a hub of heterogeneous biological data
779944B0,huan liu + lance parsons + ehtesham haque,Subspace clustering for high dimensional data: a review
5EFA66D0,bart marseille + arno siebes + arno knobbe,Involving Aggregate Functions in Multi-relational Search
7ECA9028,philip s yu + benjamin c m fung + ke wang,Template-based privacy preservation in classification problems
7DF28420,kenneth a ross + jingren zhou,Buffering databse operations for enhanced instruction cache performance
813F582F,vikas kawadia + p r kumar,A cautionary perspective on cross-layer design
5CC16B54,marianne winslett + wolfgang nejdl + daniel olmedilla,PeerTrust: Automated Trust Negotiation for Peers on the Semantic Web
770424CC,charnyote pluempitiwiriyawej + joachim hammer,Element matching across data-oriented XML sources using a multi-strategy clustering model
5B995F01,angelica urrutia + jose galindo + mario piattini,"Fuzzy Databases: Modeling, Design, and Implementation"
8022A935,james f brinkley + cornelius rosse + rex m jakobovits,WIRM: An Open Source Toolkit for Building Biomedical Web Applications
7BE6DD77,xiaofeng meng + mingzhe gu + haiyan wang + hongjun lu,Data Extraction from the Web Based on Pre-Defined Schema
59479173,daniel kifer + johannes gehrke + ashwin machanavajjhala + joseph y halpern + david m martin,Worst-Case Background Knowledge in Privacy
8057B4EC,jeffrey f naughton + gang luo + curt j ellmann + michael w watzke,Toward a progress indicator for database queries
NE9994,"i. witten, e. frank",data mining: practical machine learning tools and techniques with java implemen-lations
7D9B8302,lukasz golab + m tamer ozsu,Processing sliding window multi-joins in continuous queries over data streams
66499DDF,francois bry + tim furche + dan olteanu + holger meuss,XPath: Looking Forward
78867C0B,biao chen + zhengli huang + wenliang du,Deriving private information from randomized data
7922DBFB,kris ganjam + venky ganti + vivek narasayya + surajit chaudhuri + theo vassilakis + rahul kapoor,Data cleaning in microsoft SQL server 2005
7E881271,aya soffer + hanan samet,MARCO: MAp retrieval by COntent
NE35154,"j.-l. verschelde, m. casella d.santos, t. deray, b. smith and w. ceusters",ontology assisted database integration to support natural language processing and biomedical data-mining
NE35155,weblink,the international classification of diseases
NE35156,weblink,linkbase
NE35152,sparql query language for rdf,w3c working draft
NE35153,oracle database concepts,10g release 2 (10.2
5D3CF1ED,peter haase + andreas eberhart + raphael volz + jeen broekstra,A Comparison of RDF Query Languages
791C28D2,umberto straccia + m elena renda,Web metasearch: rank vs. score based rank aggregation methods
811F774C,susan b barnes,A privacy paradox: Social networking in the United States
